Temperature,pCH4_per_pO2,Contact time,Y(C2)_predicted,Mean_MC,std_MC,abs_error_MC
723.0,1.0,0.0,9.551309758,4.033523,7.898583,5.517786675266846
723.0,1.0,0.072,6.994392112,4.077863,7.8591523,2.9165288955998534
723.0,1.0,0.144,3.243188454,3.3652215,8.416468,0.1220330463967283
723.0,1.0,0.216,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.0,0.288,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.0,0.36,9.589847711,4.0622745,7.883403,5.527573254975831
723.0,1.0,0.432,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.0,0.504,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.0,0.576,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,0.648,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,0.72,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,0.792,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,0.864,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,0.936,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.008,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.08,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.152,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.224,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.296,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.368,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.0,1.44,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,0.0,9.551309758,4.033523,7.898583,5.517786675266846
723.0,1.25,0.072,6.994392112,4.077863,7.8591523,2.9165288955998534
723.0,1.25,0.144,3.243188454,3.3652215,8.416468,0.1220330463967283
723.0,1.25,0.216,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.25,0.288,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.25,0.36,9.589847711,4.0622745,7.883403,5.527573254975831
723.0,1.25,0.432,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.25,0.504,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.25,0.576,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,0.648,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,0.72,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,0.792,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,0.864,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,0.936,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.008,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.08,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.152,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.224,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.296,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.368,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.25,1.44,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,0.0,9.551309758,4.033523,7.898583,5.517786675266846
723.0,1.5,0.072,6.994392112,4.077863,7.8591523,2.9165288955998534
723.0,1.5,0.144,3.243188454,3.3652215,8.416468,0.1220330463967283
723.0,1.5,0.216,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.5,0.288,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.5,0.36,9.589847711,4.0622745,7.883403,5.527573254975831
723.0,1.5,0.432,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.5,0.504,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.5,0.576,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,0.648,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,0.72,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,0.792,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,0.864,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,0.936,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.008,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.08,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.152,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.224,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.296,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.368,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.5,1.44,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,0.0,9.551309758,4.033523,7.898583,5.517786675266846
723.0,1.75,0.072,6.994392112,4.077863,7.8591523,2.9165288955998534
723.0,1.75,0.144,3.243188454,3.3652215,8.416468,0.1220330463967283
723.0,1.75,0.216,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.75,0.288,2.962152095,3.3649998,8.416721,0.4028476761181641
723.0,1.75,0.36,9.589847711,4.0622745,7.883403,5.527573254975831
723.0,1.75,0.432,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.75,0.504,6.617509592,3.4949603,8.3045225,3.122549283925049
723.0,1.75,0.576,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,0.648,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,0.72,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,0.792,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,0.864,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,0.936,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.008,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.08,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.152,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.224,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.296,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.368,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,1.75,1.44,9.933110279,3.4949603,8.3045225,6.438149970925048
723.0,2.0,0.0,7.930769467,4.033523,7.898583,3.897246384266846
723.0,2.0,0.072,5.287248717,4.077863,7.8591523,1.2093855005998533
723.0,2.0,0.144,1.408573088,3.3652215,8.416468,1.9566484123967285
723.0,2.0,0.216,1.193470945,3.3649998,8.416721,2.171528826118164
723.0,2.0,0.288,1.193470945,3.3649998,8.416721,2.171528826118164
723.0,2.0,0.36,7.821168953,4.0622745,7.883403,3.75889449697583
723.0,2.0,0.432,4.825053139,3.4949603,8.3045225,1.3300928309250493
723.0,2.0,0.504,4.825053139,3.4949603,8.3045225,1.3300928309250493
723.0,2.0,0.576,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,0.648,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,0.72,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,0.792,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,0.864,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,0.936,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.008,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.08,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.152,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.224,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.296,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.368,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.0,1.44,8.206915799,3.4949603,8.3045225,4.71195549092505
723.0,2.25,0.0,7.046489346,4.033523,7.898583,3.012966263266846
723.0,2.25,0.072,3.494753987,4.077863,7.8591523,0.5831092294001463
723.0,2.25,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,2.25,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,2.25,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,2.25,0.36,5.958626398,4.0622745,7.883403,1.89635194197583
723.0,2.25,0.432,2.044605542,3.4949603,8.3045225,1.450354766074951
723.0,2.25,0.504,2.044605542,3.4949603,8.3045225,1.450354766074951
723.0,2.25,0.576,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,0.648,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,0.72,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,0.792,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,0.864,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,0.936,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.008,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.08,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.152,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.224,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.296,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.368,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.25,1.44,4.701343831,3.4949603,8.3045225,1.2063835229250488
723.0,2.5,0.0,6.782047281,4.033523,7.898583,2.7485241982668454
723.0,2.5,0.072,3.476320872,4.077863,7.8591523,0.6015423444001464
723.0,2.5,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,2.5,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,2.5,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,2.5,0.36,5.940193284,4.0622745,7.883403,1.8779188279758303
723.0,2.5,0.432,2.026172611,3.4949603,8.3045225,1.4687876970749514
723.0,2.5,0.504,2.026172611,3.4949603,8.3045225,1.4687876970749514
723.0,2.5,0.576,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,0.648,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,0.72,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,0.792,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,0.864,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,0.936,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.008,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.08,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.152,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.224,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.296,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.368,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.5,1.44,4.682910717,3.4949603,8.3045225,1.1879504089250492
723.0,2.75,0.0,6.560958847,4.033523,7.898583,2.527435764266846
723.0,2.75,0.072,3.335918263,4.077863,7.8591523,0.7419449534001465
723.0,2.75,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,2.75,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,2.75,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,2.75,0.36,5.807724179,4.0622745,7.883403,1.7454497229758301
723.0,2.75,0.432,1.893703691,3.4949603,8.3045225,1.6012566170749511
723.0,2.75,0.504,1.893703691,3.4949603,8.3045225,1.6012566170749511
723.0,2.75,0.576,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,0.648,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,0.72,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,0.792,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,0.864,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,0.936,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.008,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.08,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.152,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.224,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.296,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.368,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,2.75,1.44,4.550441612,3.4949603,8.3045225,1.055481303925049
723.0,3.0,0.0,6.887156007,4.033523,7.898583,2.8536329242668454
723.0,3.0,0.072,2.836903934,4.077863,7.8591523,1.2409592824001465
723.0,3.0,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,3.0,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.0,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.0,0.36,4.696822231,4.0622745,7.883403,0.6345477749758297
723.0,3.0,0.432,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.0,0.504,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.0,0.576,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,0.648,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,0.72,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,0.792,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,0.864,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,0.936,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.008,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.08,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.152,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.224,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.296,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.368,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.0,1.44,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,0.0,6.887156007,4.033523,7.898583,2.8536329242668454
723.0,3.25,0.072,2.836903934,4.077863,7.8591523,1.2409592824001465
723.0,3.25,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,3.25,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.25,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.25,0.36,4.696822231,4.0622745,7.883403,0.6345477749758297
723.0,3.25,0.432,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.25,0.504,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.25,0.576,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,0.648,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,0.72,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,0.792,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,0.864,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,0.936,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.008,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.08,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.152,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.224,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.296,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.368,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.25,1.44,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,0.0,6.887156007,4.033523,7.898583,2.8536329242668454
723.0,3.5,0.072,2.836903934,4.077863,7.8591523,1.2409592824001465
723.0,3.5,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,3.5,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.5,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.5,0.36,4.696822231,4.0622745,7.883403,0.6345477749758297
723.0,3.5,0.432,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.5,0.504,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.5,0.576,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,0.648,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,0.72,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,0.792,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,0.864,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,0.936,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.008,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.08,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.152,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.224,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.296,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.368,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.5,1.44,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,0.0,6.887156007,4.033523,7.898583,2.8536329242668454
723.0,3.75,0.072,2.836903934,4.077863,7.8591523,1.2409592824001465
723.0,3.75,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,3.75,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.75,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,3.75,0.36,4.696822231,4.0622745,7.883403,0.6345477749758297
723.0,3.75,0.432,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.75,0.504,0.695549291,3.4949603,8.3045225,2.7994110170749513
723.0,3.75,0.576,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,0.648,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,0.72,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,0.792,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,0.864,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,0.936,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.008,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.08,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.152,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.224,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.296,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.368,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,3.75,1.44,3.352292825,3.4949603,8.3045225,0.14266748307495103
723.0,4.0,0.0,5.726450934,4.033523,7.898583,1.6929278512668455
723.0,4.0,0.072,2.060366919,4.077863,7.8591523,2.0174962974001467
723.0,4.0,0.144,0.0,3.3652215,8.416468,3.3652215003967285
723.0,4.0,0.216,0.0,3.3649998,8.416721,3.364999771118164
723.0,4.0,0.288,0.0,3.3649998,8.416721,3.364999771118164
723.0,4.0,0.36,3.077133259,4.0622745,7.883403,0.9851411970241699
723.0,4.0,0.432,0.0,3.4949603,8.3045225,3.494960308074951
723.0,4.0,0.504,0.0,3.4949603,8.3045225,3.494960308074951
723.0,4.0,0.576,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,0.648,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,0.72,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,0.792,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,0.864,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,0.936,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,1.008,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,1.08,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,1.152,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,1.224,1.500681153,3.4949603,8.3045225,1.9942791550749512
723.0,4.0,1.296,1.500681153,3.4949603,8.3045225,1.9942791550749512
